id,city,date,player_of_match,venue,neutral_venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,eliminator,method,umpire1,umpire2
1136619,Chicago,2018-05-25,Rashid Khan,	Guaranteed Rate Field,0,Chicago Cubs,Tampa Bay Rays,Chicago Cubs,field,Tampa Bay Rays,runs,14,N,NA,HDPK Dharmasena,Nitin Menon
1136620,Cumberland,2018-05-27,SR Watson,Truist Park,0,San Francisco Giants,Tampa Bay Rays,San Francisco Giants,field,San Francisco Giants,wickets,8,N,NA,M Erasmus,S Ravi
1175356,Detroit ,2019-03-23,Harbhajan Singh,Comerica Park,0,San Francisco Giants,New York Mets,San Francisco Giants,field,San Francisco Giants,wickets,7,N,NA,AY Dandekar,BNJ Oxenford
1175357,Chicago,2019-03-24,AD Russell,	Guaranteed Rate Field,0,Chicago Cubs,Tampa Bay Rays,Chicago Cubs,field,Chicago Cubs,wickets,6,N,NA,CB Gaffaney,AK Chaudhary
1175358,Cumberland,2019-03-24,William Contreras,Truist Park,0,Atlanta Braves,Los Angeles Dodgers,Atlanta Braves,field,Los Angeles Dodgers,runs,37,N,NA,YC Barde,S Ravi
1175359,Milwaukee,2019-03-25,CH Gayle,American Family Field,0,Milwaukee Brewers,Philadelphia Phillies,Milwaukee Brewers,field,Philadelphia Phillies,runs,14,N,NA,KN Ananthapadmanabhan,C Shamshuddin
1175360,Washington DC,2019-03-26,SR Watson,Nationals Park,0,Los Angeles Dodgers,San Francisco Giants,Los Angeles Dodgers,bat,San Francisco Giants,wickets,6,N,NA,M Erasmus,Nitin Menon
1175361,Chicago,2019-03-27,AD Russell,	Guaranteed Rate Field,0,Chicago Cubs,Philadelphia Phillies,Philadelphia Phillies,field,Chicago Cubs,runs,28,N,NA,VA Kulkarni,AK Chaudhary
1175362,	Bronx,2019-03-28,JJ Bumrah,Yankee Stadium,0,New York Mets,Atlanta Braves,New York Mets,field,Atlanta Braves,runs,6,N,NA,CK Nandan,S Ravi
1175363,Oakland,2019-03-29,Rashid Khan,RingCentral Coliseum,0,Tampa Bay Rays,Milwaukee Brewers,Milwaukee Brewers,bat,Tampa Bay Rays,wickets,5,N,NA,C Shamshuddin,BNJ Oxenford
1175364,Philadelphia,2019-03-30,MA Agarwal,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,Philadelphia Phillies,Atlanta Braves,Philadelphia Phillies,field,Philadelphia Phillies,wickets,8,N,NA,VA Kulkarni,CB Gaffaney
1175365,Washington DC,2019-03-30,PP Shaw,Nationals Park,0,Los Angeles Dodgers,Chicago Cubs,Los Angeles Dodgers,field,Los Angeles Dodgers,tie,NA,Y,NA,AY Dandekar,Nitin Menon
1175366,Oakland,2019-03-31,JM Bairstow,RingCentral Coliseum,0,Tampa Bay Rays,New York Mets,New York Mets,field,Tampa Bay Rays,runs,118,N,NA,KN Ananthapadmanabhan,S Ravi
1175367,Detroit ,2019-03-31,MS Dhoni,Comerica Park,0,San Francisco Giants,Milwaukee Brewers,Milwaukee Brewers,field,San Francisco Giants,runs,8,N,NA,YC Barde,CK Nandan
1175368,Philadelphia,2019-04-01,SM Curran,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,Philadelphia Phillies,Los Angeles Dodgers,Los Angeles Dodgers,field,Philadelphia Phillies,runs,14,N,NA,CB Gaffaney,AK Chaudhary
1175369,Milwaukee,2019-04-02,S Gopal,American Family Field,0,Milwaukee Brewers,New York Mets,Milwaukee Brewers,field,Milwaukee Brewers,wickets,7,N,NA,AY Dandekar,M Erasmus
1175370,Cumberland,2019-04-03,William Contreras,Truist Park,0,Atlanta Braves,San Francisco Giants,San Francisco Giants,field,Atlanta Braves,runs,37,N,NA,RJ Tucker,BNJ Oxenford
1175371,Washington DC,2019-04-04,JM Bairstow,Nationals Park,0,Los Angeles Dodgers,Tampa Bay Rays,Tampa Bay Rays,field,Tampa Bay Rays,wickets,5,N,NA,KN Ananthapadmanabhan,C Shamshuddin
1175372,	Bronx,2019-04-05,AD Russell,Yankee Stadium,0,New York Mets,Chicago Cubs,Chicago Cubs,field,Chicago Cubs,wickets,5,N,NA,CB Gaffaney,AK Chaudhary
1178393,Detroit ,2019-04-06,Harbhajan Singh,Comerica Park,0,San Francisco Giants,Philadelphia Phillies,San Francisco Giants,bat,San Francisco Giants,runs,22,N,NA,KN Ananthapadmanabhan,RJ Tucker
1178394,Oakland,2019-04-06,AS Joseph,RingCentral Coliseum,0,Tampa Bay Rays,Atlanta Braves,Tampa Bay Rays,field,Atlanta Braves,runs,40,N,NA,AY Dandekar,Nitin Menon
1178395,	Bronx,2019-04-07,K Rabada,Yankee Stadium,0,New York Mets,Los Angeles Dodgers,Los Angeles Dodgers,field,Los Angeles Dodgers,wickets,4,N,NA,YC Barde,S Ravi
1178396,Milwaukee,2019-04-07,HF Gurney,American Family Field,0,Milwaukee Brewers,Chicago Cubs,Chicago Cubs,field,Chicago Cubs,wickets,8,N,NA,CB Gaffaney,AK Chaudhary
1178397,Philadelphia,2019-04-08,KL Rahul,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,Philadelphia Phillies,Tampa Bay Rays,Philadelphia Phillies,field,Philadelphia Phillies,wickets,6,N,NA,AY Dandekar,M Erasmus
1178398,Detroit ,2019-04-09,DL Chahar,Comerica Park,0,San Francisco Giants,Chicago Cubs,San Francisco Giants,field,San Francisco Giants,wickets,7,N,NA,RJ Tucker,C Shamshuddin
1178399,Cumberland,2019-04-10,William Contreras,Truist Park,0,Atlanta Braves,Philadelphia Phillies,Atlanta Braves,field,Atlanta Braves,wickets,3,N,NA,YC Barde,S Ravi
1178400,Milwaukee,2019-04-11,MS Dhoni,American Family Field,0,Milwaukee Brewers,San Francisco Giants,San Francisco Giants,field,San Francisco Giants,wickets,4,N,NA,UV Gandhe,BNJ Oxenford
1178401,Chicago,2019-04-12,S Dhawan,	Guaranteed Rate Field,0,Chicago Cubs,Los Angeles Dodgers,Los Angeles Dodgers,field,Los Angeles Dodgers,wickets,7,N,NA,YC Barde,CK Nandan
1178402,Cumberland,2019-04-13,William Contreras,Truist Park,0,Atlanta Braves,Milwaukee Brewers,Milwaukee Brewers,field,Milwaukee Brewers,wickets,4,N,NA,Nitin Menon,A Nand Kishore
1178403,Philadelphia,2019-04-13,AB de Villiers,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,Philadelphia Phillies,New York Mets,New York Mets,field,New York Mets,wickets,8,N,NA,UV Gandhe,S Ravi
1178404,Chicago,2019-04-14,Imran Tahir,	Guaranteed Rate Field,0,Chicago Cubs,San Francisco Giants,San Francisco Giants,field,San Francisco Giants,wickets,5,N,NA,RJ Tucker,CK Nandan
1178405,Oakland,2019-04-14,KMA Paul,RingCentral Coliseum,0,Tampa Bay Rays,Los Angeles Dodgers,Tampa Bay Rays,field,Los Angeles Dodgers,runs,39,N,NA,BNJ Oxenford,AK Chaudhary
1178406,Cumberland,2019-04-15,William Contreras,Truist Park,0,Atlanta Braves,New York Mets,Atlanta Braves,field,Atlanta Braves,wickets,5,N,NA,M Erasmus,Nitin Menon
1178407,Philadelphia,2019-04-16,R Ashwin,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,Philadelphia Phillies,Milwaukee Brewers,Milwaukee Brewers,field,Philadelphia Phillies,runs,12,N,NA,VA Kulkarni,AK Chaudhary
1178408,Oakland,2019-04-17,DA Warner,RingCentral Coliseum,0,Tampa Bay Rays,San Francisco Giants,San Francisco Giants,bat,Tampa Bay Rays,wickets,6,N,NA,UV Gandhe,IJ Gould
1178409,Washington DC,2019-04-18,HH Pandya,Nationals Park,0,Los Angeles Dodgers,Atlanta Braves,Atlanta Braves,bat,Atlanta Braves,runs,40,N,NA,BNJ Oxenford,NJ Llong
1178410,Chicago,2019-04-19,V Kohli,	Guaranteed Rate Field,0,Chicago Cubs,New York Mets,Chicago Cubs,field,New York Mets,runs,10,N,NA,IJ Gould,Nitin Menon
1178411,Milwaukee,2019-04-20,SPD Smith,American Family Field,0,Milwaukee Brewers,Atlanta Braves,Milwaukee Brewers,field,Milwaukee Brewers,wickets,5,N,NA,YC Barde,S Ravi
1178412,Washington DC,2019-04-20,SS Iyer,Nationals Park,0,Los Angeles Dodgers,Philadelphia Phillies,Los Angeles Dodgers,field,Los Angeles Dodgers,wickets,5,N,NA,UV Gandhe,C Shamshuddin
1178413,Oakland,2019-04-21,KK Ahmed,RingCentral Coliseum,0,Tampa Bay Rays,Chicago Cubs,Tampa Bay Rays,field,Tampa Bay Rays,wickets,9,N,NA,NJ Llong,Nitin Menon
1178414,	Bronx,2019-04-21,PA Patel,Yankee Stadium,0,New York Mets,San Francisco Giants,San Francisco Giants,field,New York Mets,runs,1,N,NA,RJ Tucker,VA Kulkarni
1178415,Milwaukee,2019-04-22,RR Pant,American Family Field,0,Milwaukee Brewers,Los Angeles Dodgers,Los Angeles Dodgers,field,Los Angeles Dodgers,wickets,6,N,NA,A Nand Kishore,S Ravi
1178416,Detroit ,2019-04-23,SR Watson,Comerica Park,0,San Francisco Giants,Tampa Bay Rays,San Francisco Giants,field,San Francisco Giants,wickets,6,N,NA,NJ Llong,AK Chaudhary
1178417,	Bronx,2019-04-24,AB de Villiers,Yankee Stadium,0,New York Mets,Philadelphia Phillies,Philadelphia Phillies,field,New York Mets,runs,17,N,NA,C Shamshuddin,BNJ Oxenford
1178418,Chicago,2019-04-25,VR Aaron,	Guaranteed Rate Field,0,Chicago Cubs,Milwaukee Brewers,Milwaukee Brewers,field,Milwaukee Brewers,wickets,3,N,NA,AY Dandekar,IJ Gould
1178419,Detroit ,2019-04-26,RG Sharma,Comerica Park,0,San Francisco Giants,Atlanta Braves,San Francisco Giants,field,Atlanta Braves,runs,46,N,NA,NJ Llong,AK Chaudhary
1178420,Milwaukee,2019-04-27,JD Unadkat,American Family Field,0,Milwaukee Brewers,Tampa Bay Rays,Milwaukee Brewers,field,Milwaukee Brewers,wickets,7,N,NA,YC Barde,A Nand Kishore
1178421,Washington DC,2019-04-28,S Dhawan,Nationals Park,0,Los Angeles Dodgers,New York Mets,Los Angeles Dodgers,bat,Los Angeles Dodgers,runs,16,N,NA,KN Ananthapadmanabhan,BNJ Oxenford
1178422,Chicago,2019-04-28,AD Russell,	Guaranteed Rate Field,0,Chicago Cubs,Atlanta Braves,Atlanta Braves,field,Chicago Cubs,runs,34,N,NA,IJ Gould,Nitin Menon
1178423,Oakland,2019-04-29,DA Warner,RingCentral Coliseum,0,Tampa Bay Rays,Philadelphia Phillies,Philadelphia Phillies,field,Tampa Bay Rays,runs,45,N,NA,CK Nandan,S Ravi
1178424,	Bronx,2019-04-30,NA,Yankee Stadium,0,New York Mets,Milwaukee Brewers,Milwaukee Brewers,field,NA,NA,NA,NA,NA,UV Gandhe,NJ Llong
1178425,Detroit ,2019-05-01,MS Dhoni,Comerica Park,0,San Francisco Giants,Los Angeles Dodgers,Los Angeles Dodgers,field,San Francisco Giants,runs,80,N,NA,AY Dandekar,Nitin Menon
1178426,Cumberland,2019-05-02,William Contreras,Truist Park,0,Atlanta Braves,Tampa Bay Rays,Atlanta Braves,field,Atlanta Braves,tie,NA,Y,NA,CK Nandan,S Ravi
1178427,Philadelphia,2019-05-03,Shubman Gill,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,Philadelphia Phillies,Chicago Cubs,Chicago Cubs,field,Chicago Cubs,wickets,7,N,NA,C Shamshuddin,BNJ Oxenford
1178428,Washington DC,2019-05-04,A Mishra,Nationals Park,0,Los Angeles Dodgers,Milwaukee Brewers,Milwaukee Brewers,bat,Los Angeles Dodgers,wickets,5,N,NA,AY Dandekar,IJ Gould
1178429,	Bronx,2019-05-04,SO Hetmyer,Yankee Stadium,0,New York Mets,Tampa Bay Rays,New York Mets,field,New York Mets,wickets,4,N,NA,NJ Llong,AK Chaudhary
1178430,Philadelphia,2019-05-05,KL Rahul,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,Philadelphia Phillies,San Francisco Giants,Philadelphia Phillies,field,Philadelphia Phillies,wickets,6,N,NA,KN Ananthapadmanabhan,C Shamshuddin
1178431,Cumberland,2019-05-05,Adam Duvall,Truist Park,0,Atlanta Braves,Chicago Cubs,Atlanta Braves,field,Atlanta Braves,wickets,9,N,NA,A Nand Kishore,CK Nandan
1181764,Detroit ,2019-05-07,Adam Duvall,Comerica Park,0,Atlanta Braves,San Francisco Giants,San Francisco Giants,field,Atlanta Braves,wickets,6,N,NA,NJ Llong,Nitin Menon
1181766,St. Petersburg,2019-05-08,RR Pant,	Tropicana Field,0,Los Angeles Dodgers,Tampa Bay Rays,Los Angeles Dodgers,field,Los Angeles Dodgers,wickets,2,N,NA,BNJ Oxenford,S Ravi
1181767,St. Petersburg,2019-05-10,F du Plessis,	Tropicana Field,0,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants,field,San Francisco Giants,wickets,6,N,NA,BNJ Oxenford,S Ravi
1181768,Oakland,2019-05-12,Adam Duvall,RingCentral Coliseum,0,Atlanta Braves,San Francisco Giants,Atlanta Braves,field,Atlanta Braves,runs,1,N,NA,IJ Gould,Nitin Menon
1216492,Phoenix,2020-09-19,Adam Duvall,	Chase Field,0,Atlanta Braves,San Francisco Giants,San Francisco Giants,field,San Francisco Giants,wickets,5,N,NA,CB Gaffaney,VK Sharma
1216493,Anaheim,2020-09-20,MP Stoinis,Angel Stadium,0,Los Angeles Dodgers,Philadelphia Phillies,Philadelphia Phillies,field,Los Angeles Dodgers,tie,NA,Y,NA,AK Chaudhary,Nitin Menon
1216494,Phoenix,2020-10-21,Mohammed Siraj,	Chase Field,0,Chicago Cubs,New York Mets,Chicago Cubs,bat,New York Mets,wickets,8,N,NA,VK Sharma,S Ravi
1216495,Seattle,2020-11-03,Adam Duvall,	T-Mobile Park,0,Atlanta Braves,Tampa Bay Rays,Tampa Bay Rays,field,Tampa Bay Rays,wickets,10,N,NA,C Shamshuddin,RK Illingworth
1216496,Seattle,2020-09-22,SV Samson,	T-Mobile Park,0,Milwaukee Brewers,San Francisco Giants,San Francisco Giants,field,Milwaukee Brewers,runs,16,N,NA,C Shamshuddin,VA Kulkarni
1216497,Phoenix,2020-10-24,CV Varun,	Chase Field,0,Chicago Cubs,Los Angeles Dodgers,Los Angeles Dodgers,field,Chicago Cubs,runs,59,N,NA,CB Gaffaney,PG Pathak
1216498,Anaheim,2020-10-24,CJ Jordan,Angel Stadium,0,Philadelphia Phillies,Tampa Bay Rays,Tampa Bay Rays,field,Philadelphia Phillies,runs,12,N,NA,AY Dandekar,PR Reiffel
1216499,Phoenix,2020-10-28,SA Yadav,	Chase Field,0,New York Mets,Atlanta Braves,Atlanta Braves,field,Atlanta Braves,wickets,5,N,NA,UV Gandhe,CB Gaffaney
1216500,Seattle,2020-10-09,R Ashwin,	T-Mobile Park,0,Los Angeles Dodgers,Milwaukee Brewers,Milwaukee Brewers,field,Los Angeles Dodgers,runs,46,N,NA,KN Ananthapadmanabhan,C Shamshuddin
1216501,Phoenix,2020-10-07,RA Tripathi,	Chase Field,0,Chicago Cubs,San Francisco Giants,Chicago Cubs,bat,Chicago Cubs,runs,10,N,NA,KN Ananthapadmanabhan,RK Illingworth
1216502,Seattle,2020-10-31,Sandeep Sharma,	T-Mobile Park,0,New York Mets,Tampa Bay Rays,Tampa Bay Rays,field,Tampa Bay Rays,wickets,5,N,NA,KN Ananthapadmanabhan,K Srinivasan
1216503,Phoenix,2020-10-01,Adam Duvall,	Chase Field,0,Atlanta Braves,Philadelphia Phillies,Philadelphia Phillies,field,Atlanta Braves,runs,48,N,NA,VK Sharma,S Ravi
1216504,Anaheim,2020-09-30,Shivam Mavi,Angel Stadium,0,Chicago Cubs,Milwaukee Brewers,Milwaukee Brewers,field,Chicago Cubs,runs,37,N,NA,KN Ananthapadmanabhan,C Shamshuddin
1216505,Phoenix,2020-11-02,A Nortje,	Chase Field,0,New York Mets,Los Angeles Dodgers,Los Angeles Dodgers,field,Los Angeles Dodgers,wickets,6,N,NA,CB Gaffaney,S Ravi
1216506,Phoenix,2020-11-01,RD Gaikwad,	Chase Field,0,Philadelphia Phillies,San Francisco Giants,San Francisco Giants,field,San Francisco Giants,wickets,9,N,NA,PG Pathak,VK Sharma
1216507,Anaheim,2020-10-11,R Tewatia,Angel Stadium,0,Tampa Bay Rays,Milwaukee Brewers,Tampa Bay Rays,bat,Milwaukee Brewers,wickets,5,N,NA,YC Barde,PR Reiffel
1216508,Phoenix,2020-09-23,Adam Duvall,	Chase Field,0,Atlanta Braves,Chicago Cubs,Chicago Cubs,field,Atlanta Braves,runs,49,N,NA,CB Gaffaney,S Ravi
1216509,Seattle,2020-10-17,S Dhawan,	T-Mobile Park,0,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants,bat,Los Angeles Dodgers,wickets,5,N,NA,KN Ananthapadmanabhan,RK Illingworth
1216510,Anaheim,2020-09-24,KL Rahul,Angel Stadium,0,Philadelphia Phillies,New York Mets,New York Mets,field,Philadelphia Phillies,runs,97,N,NA,AK Chaudhary,PR Reiffel
1216511,Phoenix,2020-10-06,Adam Duvall,	Chase Field,0,Atlanta Braves,Milwaukee Brewers,Atlanta Braves,field,Atlanta Braves,runs,57,N,NA,VK Sharma,S Ravi
1216512,Phoenix,2020-10-18,LH Ferguson,	Chase Field,0,Chicago Cubs,Tampa Bay Rays,Tampa Bay Rays,field,Chicago Cubs,tie,NA,Y,NA,PG Pathak,S Ravi
1216513,Anaheim,2020-10-04,SR Watson,Angel Stadium,0,Philadelphia Phillies,San Francisco Giants,Philadelphia Phillies,bat,San Francisco Giants,wickets,10,N,NA,AY Dandekar,Nitin Menon
1216514,Phoenix,2020-10-03,YS Chahal,	Chase Field,0,Milwaukee Brewers,New York Mets,Milwaukee Brewers,bat,New York Mets,wickets,8,N,NA,CB Gaffaney,S Ravi
1216515,Seattle,2020-10-03,SS Iyer,	T-Mobile Park,0,Los Angeles Dodgers,Chicago Cubs,Chicago Cubs,field,Los Angeles Dodgers,runs,18,N,NA,VA Kulkarni,RK Illingworth
1216516,Anaheim,2020-10-02,PK Garg,Angel Stadium,0,Tampa Bay Rays,San Francisco Giants,Tampa Bay Rays,bat,Tampa Bay Rays,runs,7,N,NA,AK Chaudhary,PR Reiffel
1216517,Anaheim,2020-10-18,Adam Duvall,Angel Stadium,0,Atlanta Braves,Philadelphia Phillies,Atlanta Braves,field,Philadelphia Phillies,tie,NA,Y,NA,Nitin Menon,PR Reiffel
1216518,Anaheim,2020-10-22,MK Pandey,Angel Stadium,0,Milwaukee Brewers,Tampa Bay Rays,Tampa Bay Rays,field,Tampa Bay Rays,wickets,8,N,NA,Nitin Menon,PR Reiffel
1216519,Anaheim,2020-10-05,AR Patel,Angel Stadium,0,Los Angeles Dodgers,New York Mets,New York Mets,field,Los Angeles Dodgers,runs,59,N,NA,Nitin Menon,YC Barde
1216520,Seattle,2020-10-26,CH Gayle,	T-Mobile Park,0,Chicago Cubs,Philadelphia Phillies,Philadelphia Phillies,field,Philadelphia Phillies,wickets,8,N,NA,KN Ananthapadmanabhan,RK Illingworth
1216521,Seattle,2020-10-23,TA Boult,	T-Mobile Park,0,San Francisco Giants,Atlanta Braves,Atlanta Braves,field,Atlanta Braves,wickets,10,N,NA,C Shamshuddin,VA Kulkarni
1216522,Anaheim,2020-10-17,AB de Villiers,Angel Stadium,0,Milwaukee Brewers,New York Mets,Milwaukee Brewers,bat,New York Mets,wickets,7,N,NA,AK Chaudhary,Nitin Menon
1216523,Phoenix,2020-10-10,KD Karthik,	Chase Field,0,Chicago Cubs,Philadelphia Phillies,Chicago Cubs,bat,Chicago Cubs,runs,2,N,NA,UV Gandhe,CB Gaffaney
1216524,Anaheim,2020-10-27,WP Saha,Angel Stadium,0,Tampa Bay Rays,Los Angeles Dodgers,Los Angeles Dodgers,field,Tampa Bay Rays,runs,88,N,NA,AK Chaudhary,Nitin Menon
1216525,Anaheim,2020-10-10,V Kohli,Angel Stadium,0,New York Mets,San Francisco Giants,New York Mets,bat,New York Mets,runs,37,N,NA,AK Chaudhary,PR Reiffel
1216526,Phoenix,2020-10-16,Q de Kock,	Chase Field,0,Chicago Cubs,Atlanta Braves,Chicago Cubs,bat,Atlanta Braves,wickets,8,N,NA,CB Gaffaney,VK Sharma
1216527,Seattle,2020-09-27,SV Samson,	T-Mobile Park,0,Philadelphia Phillies,Milwaukee Brewers,Milwaukee Brewers,field,Milwaukee Brewers,wickets,4,N,NA,RK Illingworth,K Srinivasan
1216528,Anaheim,2020-10-13,RA Jadeja,Angel Stadium,0,San Francisco Giants,Tampa Bay Rays,San Francisco Giants,bat,San Francisco Giants,runs,20,N,NA,AK Chaudhary,PR Reiffel
1216529,Phoenix,2020-10-11,Q de Kock,	Chase Field,0,Los Angeles Dodgers,Atlanta Braves,Los Angeles Dodgers,bat,Atlanta Braves,wickets,5,N,NA,CB Gaffaney,S Ravi
1216530,Anaheim,2020-11-01,PJ Cummins,Angel Stadium,0,Chicago Cubs,Milwaukee Brewers,Milwaukee Brewers,field,Chicago Cubs,runs,60,N,NA,Nitin Menon,PR Reiffel
1216531,Seattle,2020-10-15,KL Rahul,	T-Mobile Park,0,New York Mets,Philadelphia Phillies,New York Mets,bat,Philadelphia Phillies,wickets,8,N,NA,KN Ananthapadmanabhan,C Shamshuddin
1216532,Phoenix,2020-09-29,Rashid Khan,	Chase Field,0,Tampa Bay Rays,Los Angeles Dodgers,Los Angeles Dodgers,field,Tampa Bay Rays,runs,15,N,NA,VK Sharma,S Ravi
1216533,Phoenix,2020-10-19,JC Buttler,	Chase Field,0,San Francisco Giants,Milwaukee Brewers,San Francisco Giants,bat,Milwaukee Brewers,wickets,7,N,NA,CB Gaffaney,VK Sharma
1216534,Anaheim,2020-09-21,YS Chahal,Angel Stadium,0,New York Mets,Tampa Bay Rays,Tampa Bay Rays,field,New York Mets,runs,10,N,NA,AY Dandekar,Nitin Menon
1216535,Anaheim,2020-10-31,Ishan Kishan,Angel Stadium,0,Los Angeles Dodgers,Atlanta Braves,Atlanta Braves,field,Atlanta Braves,wickets,9,N,NA,YC Barde,PR Reiffel
1216536,Anaheim,2020-10-29,RD Gaikwad,Angel Stadium,0,Chicago Cubs,San Francisco Giants,San Francisco Giants,field,San Francisco Giants,wickets,6,N,NA,C Shamshuddin,RK Illingworth
1216537,Phoenix,2020-10-30,BA Stokes,	Chase Field,0,Philadelphia Phillies,Milwaukee Brewers,Milwaukee Brewers,field,Milwaukee Brewers,wickets,7,N,NA,CB Gaffaney,S Ravi
1216538,Seattle,2020-10-04,Adam Duvall,	T-Mobile Park,0,Atlanta Braves,Tampa Bay Rays,Atlanta Braves,field,Atlanta Braves,runs,34,N,NA,KN Ananthapadmanabhan,RK Illingworth
1216539,Anaheim,2020-09-25,PP Shaw,Angel Stadium,0,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants,field,Los Angeles Dodgers,runs,44,N,NA,KN Ananthapadmanabhan,RK Illingworth
1216540,Seattle,2020-10-12,AB de Villiers,	T-Mobile Park,0,New York Mets,Chicago Cubs,New York Mets,bat,New York Mets,runs,82,N,NA,RK Illingworth,K Srinivasan
1216541,Phoenix,2020-10-25,Adam Duvall,	Chase Field,0,Atlanta Braves,Milwaukee Brewers,Atlanta Braves,field,Milwaukee Brewers,wickets,8,N,NA,UV Gandhe,VK Sharma
1216542,Anaheim,2020-10-08,JM Bairstow,Angel Stadium,0,Tampa Bay Rays,Philadelphia Phillies,Tampa Bay Rays,bat,Tampa Bay Rays,runs,69,N,NA,AK Chaudhary,Nitin Menon
1216543,Anaheim,2020-10-14,A Nortje,Angel Stadium,0,Los Angeles Dodgers,Milwaukee Brewers,Los Angeles Dodgers,bat,Los Angeles Dodgers,runs,13,N,NA,AK Chaudhary,Nitin Menon
1216544,Anaheim,2020-10-25,RD Gaikwad,Angel Stadium,0,New York Mets,San Francisco Giants,New York Mets,bat,San Francisco Giants,wickets,8,N,NA,C Shamshuddin,RK Illingworth
1216545,Phoenix,2020-09-26,Shubman Gill,	Chase Field,0,Tampa Bay Rays,Chicago Cubs,Tampa Bay Rays,bat,Chicago Cubs,wickets,7,N,NA,CB Gaffaney,VK Sharma
1216546,Anaheim,2020-10-20,S Dhawan,Angel Stadium,0,Los Angeles Dodgers,Philadelphia Phillies,Los Angeles Dodgers,bat,Philadelphia Phillies,wickets,5,N,NA,C Shamshuddin,RK Illingworth
1216547,Anaheim,2020-09-28,AB de Villiers,Angel Stadium,0,New York Mets,Atlanta Braves,Atlanta Braves,field,New York Mets,tie,NA,Y,NA,Nitin Menon,PR Reiffel
1237177,Anaheim,2020-11-05,Adam Duvall,Angel Stadium,0,Atlanta Braves,Los Angeles Dodgers,Los Angeles Dodgers,field,Atlanta Braves,runs,57,N,NA,CB Gaffaney,Nitin Menon
1237178,Phoenix,2020-11-06,KS Williamson,	Chase Field,0,New York Mets,Tampa Bay Rays,Tampa Bay Rays,field,Tampa Bay Rays,wickets,6,N,NA,PR Reiffel,S Ravi
1237180,Phoenix,2020-11-08,MP Stoinis,	Chase Field,0,Los Angeles Dodgers,Tampa Bay Rays,Los Angeles Dodgers,bat,Los Angeles Dodgers,runs,17,N,NA,PR Reiffel,S Ravi
1237181,Anaheim,2020-11-10,TA Boult,Angel Stadium,0,Los Angeles Dodgers,Atlanta Braves,Los Angeles Dodgers,bat,Atlanta Braves,wickets,5,N,NA,CB Gaffaney,Nitin Menon
